book_id	isbn	authors	publication_year	title	language_code	average_rating
9293	1501106406	Anna Todd	2015	After Ever Happy	en-US	4.08
9294	1414336241	Joel C. Rosenberg	2014	The Auschwitz Escape	eng	4.32
9295	380713810	Bill Bryson	1994	Made in America: An Informal History of the English Language in the United States	en-US	3.89
9296	465016901	Alice  Miller, Ruth Ward	1979	Das Drama des begabten Kindes und die Suche nach dem wahren Selbst: eine Um- und Fortschreibung	en-GB	4.09
9297	573613435	Dale Wasserman	1970	One Flew Over the Cuckoo's Nest (script)		4.28
9298	345354907	H.P. Lovecraft	1941	The Case of Charles Dexter Ward	eng	4.2
9299	375424865	Austin Grossman	2007	Soon I Will Be Invincible	eng	3.68
9300	316182745	Janet Fitch	2006	Paint It Black	eng	3.47
9301	031024756X	Karen Kingsbury	2006	Ever After	en-US	4.31
9302	330489674	Graham Swift	1996	Last Orders		3.68
9303	374521506	Roland Barthes, Annette Lavers	1957	Mythologies	eng	4.11
9304	140446362	Aristotle, Malcolm Heath	-335	Περὶ ποιητικῆς	eng	3.81
9305	034552795X	Melanie Gideon	2008	Wife 22		3.51
9306	1476761663	Colleen Oakley	2015			3.79
9307	142404624	Mike Lupica	2004	Travel Team		4.06
9308	20425651	Susan Cooper	1984	The Dark Is Rising Sequence (The Dark Is Rising, #1-5)	eng	4.29
9309	62064223	Margot Livesey	2012		eng	3.59
9310	1595540067	Ted Dekker	2006	Saint	en-US	4.04
9311	521626951	Immanuel Kant, Mary J. Gregor, Christine M. Korsgaard	1785	Grundlegung zur Metaphysik der Sitten	eng	3.78
9312	1455525928	Douglas Preston, Lincoln Child	2015	Crimson Shore	eng	4
9313	375703713	Theodore Sturgeon	1953	More Than Human	eng	3.98
9314	1780890125	James Patterson, Michael Ledwidge	2014	Burn	eng	3.88
9315	075824682X	Donna Russo Morin	2012		en-US	3.81
9316	1414310609	Dee Henderson	2002	The Healer	eng	4.4
9317	743253426	Ernest Hemingway	1970	Islands in the Stream		3.86
9318	1414310579	Dee Henderson	2001	The Guardian	eng	4.4
9319	1421536706	Bisco Hatori	2009	桜蘭高校ホスト部 15	eng	4.54
9320	1841956724	Erlend Loe, Tor Ketil Solberg	1996	Naiv.Super.	eng	3.89
9321	4592184718	Meca Tanaka, 田中メカ	2007	キスよりも早く1	jpn	4.23
9322	785229213	Andy Andrews	2009	The Noticer: Sometimes, all a person needs is a little perspective.	eng	4.17
9323	140014454	Iris Murdoch	1954	Under The Net	eng	3.76
9324	571234607	John Lanchester	2012	Capital		3.68
9325	1250000246	P.C. Cast, Kristin Cast	2012	Lenobia's Vow	en-US	4.16
9326	1533344345	Elle Kennedy	2016		eng	4.05
9327	545010098	Eoin Colfer	2003	Artemis Fowl Boxed Set (Artemis Fowl, #1-5)	en-US	4.29
9328		Shana Norris	2011		eng	3.74
9329	857382209	Peter  May	2011	The Lewis Man	eng	4.2
9330	345484118	Terry Brooks	2007	The Elves of Cintra 	eng	4.09
9331	60815701	Trudi Canavan	2005	Priestess of the White	eng	3.84
9332		Jessica Sorensen	2011		eng	4.15
9333	553282093	Robert Ludlum	1976	The Gemini Contenders	eng	3.87
9334	440240964	Conn Iggulden	2005	The Field of Swords (Emperor, #3)	en-US	4.26
9335	312537409	Blake Crouch	2009	Abandon	en-US	3.74
9336	671010123	Linda Fairstein	1996	Final Jeopardy	en-US	3.9
9337	60899689	Jay Winik	2001	April 1865: The Month That Saved America (P.S.)		4.15
9338	141697895X	Jessica Verday	2010	The Haunted	en-CA	4.15
9339	1414310595	Dee Henderson	2001		eng	4.38
9340	553535641	Julie Buxbaum	2016	Tell Me Three Things	eng	4.1
9341	316011851	Cecily von Ziegesar	2005	The It Girl (It Girl, Book 1)	eng	3.66
9342	505525526	Lynsay Sands	2003	Single White Vampire	eng	4.16
9343	312875045	Robert Jordan	1990	The Wheel of Time: Boxed Set  (Wheel of Time, #1-8)		4.37
9344	553803522	Daniel Goleman	2006	Social Intelligence: The New Science of Human Relationships		3.97
9345		HaveYouSeenThisGirL, Jan Irene Villar	2013		fil	4.4
9346	61351520	Susan Elizabeth Phillips	2010	Call Me Irresistible	eng	4.07
9347	1401900127	Robin S. Sharma	1999	Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari	eng	3.93
9348	61143316	Jennifer McMahon	2007	Promise Not to Tell	eng	3.62
9349		Debora Geary	2011	A Modern Witch	eng	3.73
9350	785273220	Andy Andrews	2002	The Traveler's Gift: Seven Decisions that Determine Personal Success	eng	4.1
9351		Elle Casey	2013	Shine Not Burn	eng	4.07
9352	689873794	Margaret Peterson Haddix	2005	Double Identity		4.01
9353	1476745374	Si Robertson, Mark Schlabach	2013		eng	3.94
9354	1419700278	Tom Angleberger	2011	Darth Paper Strikes Back	eng	4.12
9355	373210337	Kady Cross	2011	The Girl in the Steel Corset	eng	3.81
9356	3552060413	Daniel Glattauer	2006	Gut gegen Nordwind	ger	3.88
9357	439783607	James Lincoln Collier, Christopher Collier	1974	My Brother Sam Is Dead	eng	3.39
9358	671019759	Linda Howard	1994	Dream Man	eng	4.04
9359	1400078970	Tom Holland	2003	Rubicon: The Last Years of the Roman Republic	eng	4.17
9360	140258612	Stephen King	1996	The Green Mile, Part 6: Coffey on the Mile	eng	4.55
9361	142400017	Laurie Halse Anderson	2002		en-US	3.62
9362	1416589422	Molly Harper	2009	Nice Girls Don't Have Fangs (Jane Jameson, #1)	en-US	3.92
9363	425176657	Anne Rice, Anne Rampling	1986	Belinda	en-US	3.6
9364	62021273	Eloisa James	2011	When Beauty Tamed the Beast	eng	4.06
9365	1439191379	Richard Paul Evans	2011	Miles to Go		4.27
9366	671702505	Julie Garwood	1991	The Gift	eng	4.17
9367	1419702173	Derf Backderf	2012	My Friend Dahmer	eng	3.88
9368	067173783X	Julie Garwood	1988	The Lion's Lady	eng	4.16
9369	1250065933	Mary Kay Andrews	2015			3.58
9370		Cindy C. Bennett	2010	Heart on a Chain	en-GB	4.04
9371	142501093	Brian Jacques	1999	The Legend of Luke		3.99
9372	375829709	Dick King-Smith, Maggie Kneen	1983	The Sheep-Pig	eng	4.05
9373		Wally Lamb	2009	Wishin' and Hopin': A Christmas Story	eng	3.52
9374	345520483	Jack McCallum	2012	Dream Team	eng	4.16
9375	007148499X	Kerry Patterson, Joseph Grenny, David Maxfield, Ron McMillan, Al Switzler	2007	Influencer: The Power to Change Anything	en-GB	3.98
9376	380016648	Roger Zelazny	1976	The Hand of Oberon - The Courts of Chaos 	eng	4.19
9377	425238199	Maya Banks	2010	No Place to Run	eng	4.29
9378	439706378	Jeff Smith, Steve Hamaker	1997	The Dragonslayer (Bone, #4)	eng	4.33
9379	316735507	Joel Fuhrman	2003	Eat to Live		4.12
9380	62049879	Tessa Dare	2012	A Week to Be Wicked	eng	4.12
9381	312643004	Ann M. Martin	2014		eng	4.21
9382	451461525	Karen Chance	2007	Claimed By Shadow	en-US	3.98
9383	937295809	Susan S. Adler, Renée Graef, Nancy Niles	1986	Meet Samantha: An American Girl (American Girls: Samantha, #1)	eng	3.95
9384	571215289	Sebastian Barry	2008	The Secret Scripture	eng	3.75
9385	1401226922	Greg Rucka, J.H. Williams III, Rachel Maddow	2010	Batwoman: Elegy	eng	4.16
9386	385721811	Julie Otsuka	2002	When the Emperor Was Divine	eng	3.7
9387	62279874	Sophie Jordan	2013	Foreplay	eng	3.94
9388	6478964	John Sandford	1994	Night Prey	eng	4.14
9389	61043532	Dorothy L. Sayers	1926	Clouds of Witness	eng	4.04
9390	778324826	Stephanie Bond	2006	Body Movers 	eng	3.84
9391	1582344515	Anthony Bourdain	2005	The Nasty Bits: Collected Varietal Cuts, Useable Trim, Scraps, and Bones		3.75
9392	812995341	George Saunders	2017	Lincoln in the Bardo	eng	3.93
9393	399156828	William Gibson	2010	Zero History	eng	3.93
9394	1935089447	Chelsea Fine	2011	Sophie & Carter	eng	3.83
9395	385733143	Louis Sachar	2006	Small Steps	eng	3.69
9396	1847445209	Alex Marwood	2008	The Wicked Girls	eng	3.48
9397	441011136	Simon R. Green	2003	Agents of Light and Darkness	eng	4
9398	1857988361	John Brunner	1968	Stand on Zanzibar	eng	3.96
9399	038534385X	Gwen Cooper	2009	Homer's Odyssey 	en-US	4.18
9400	7120710	Agatha Christie	1940	Sad Cypress	eng	3.83
9401	1595328912	Michael Dante DiMartino, Bryan Konietzko	2006	Avatar: Last Airbender v. 1 (Avatar (Graphic Novels))	eng	4.52
9402	340796189	Enid Blyton	1942	Five Go to Smuggler's Top	eng	4.03
9403	440210690	Sara Paretsky	1982	Indemnity Only	eng	3.89
9404	340796170	Enid Blyton	1944	Five Run Away Together	en-US	4.03
9405	751505544	Danielle Steel	1977	The Promise	en-US	3.93
9406	345480260	Fannie Flagg	2004	A Redbird Christmas	eng	3.86
9407	553248642	Leon Uris	1984	The Haj	eng	3.99
9408	451451805	Guy Gavriel Kay	1986	The Darkest Road	eng	4.18
9409	440900565	Bette Greene	1973	Summer of My German Soldier		3.66
9410	345537262	George R.R. Martin, Gardner R. Dozois, Joe Abercrombie, Gillian Flynn, Matthew Hughes, Joe R. Lansdale, Michael Swanwick, David  Ball, Carrie Vaughn, Scott Lynch, Bradley Denton, Cherie Priest, Daniel Abraham, Paul Cornell, Steven Saylor, Garth Nix, Walter Jon Williams, Phyllis Eisenstein, Lisa Tuttle, Neil Gaiman, Connie Willis, Patrick Rothfuss	2014	Rogues	eng	3.86
9411		Jodi Daynard	2012		eng	3.97
9412		Cora Reilly	2014	Bound by Honor	eng	4.14
9413		Tijan	2016		eng	4.14
9414	440246113	Lara Adrian	2011	Deeper than Midnight	en-US	4.29
9415	451463722	Faith Hunter	2011	Mercy Blade	eng	4.21
9416	743496973	Cara Lockwood	2003	I Do (But I Don't)		3.66
9417	525477543	Judy Schachner	2006	Skippyjon Jones in Mummy Trouble (Skippyjon Jones)	en-US	4.25
9418	307273601	Mason Currey	2013	Daily Rituals: How Artists Work	eng	3.66
9419	1414336063	Kevin Malarkey, Alex Malarkey	2010	The Boy Who Came Back from Heaven	eng	3.89
9420		Kitty French	2013		eng	4.19
9421	719569516	Jacqueline Winspear	2008	An Incomplete Revenge	en-GB	4.09
9422	385538510	Jennifer McMahon	2015	The Night Sister	eng	3.67
9423	552163295	Sarra Manning	2011		eng	3.97
9424	441011241	Ursula K. Le Guin	2001	Tales from Earthsea	eng	4
9425	1594487480	Juan Gabriel Vásquez, Anne McLean	2011	El ruido de las cosas al caer	eng	3.74
9426		Ruth Cardello	2011		eng	3.77
9427	345545966	Dean Koontz	2015	Ashley Bell	eng	3.59
9428	000224618X	William Gibson, Terry Bisson	1981	Johnny Mnemonic	en-US	3.75
9429	553568019	Michael A. Stackpole	1996	Rogue Squadron	en-GB	4.02
9430	440244056	Danielle Steel	1987	Fine Things		3.92
9431	399154388	Clive Cussler	2007	The Chase	en-US	3.92
9432	014303653X	Neil Postman, Andrew Postman	1985	Amusing Ourselves to Death: Public Discourse in the Age of Show Business	eng	4.14
9433	345419588	Anne McCaffrey	1986	Nerilka's Story (Pern: Dragonriders of Pern, #5)	eng	3.78
9434	380803267	Raymond E. Feist	2003	King of Foxes		3.95
9435	670913502	Lynley Dodd	1983	Hairy Maclary from Donaldson's Dairy	eng	4.28
9436	307393844	Pattie Boyd, Penny Junor	2007	Wonderful Tonight: An Autobiography	en-US	3.65
9437	393346773	Ann Hood	2013	The Obituary Writer	eng	3.7
9438	1905294425	Roderick Gordon, Brian  Williams	2007	Tunnels	en-CA	3.57
9439	316013315	Bob Spitz	2005	The Beatles: The Biography	en-US	4.13
9440	451210468	Ken Follett	1985	Lie Down With Lions		3.78
9441	785122451	Greg Pak, Aaron Lopresti, Carlo Pagulayan, Juan Santacruz, Gary Frank, Takeshi Miyazawa	2007	Hulk: Planet Hulk	eng	4.23
9442	60959517	David Starkey	2000	Elizabeth: The Struggle for the Throne		4.06
9443	1573451991	Dean Hughes	1997	Rumors of War (Children of the Promise, Vol 1)	en-US	4.25
9444	8756795459	Jussi Adler-Olsen	2010	Journal 64	dan	4.04
9445		محمد صادق	2012	بضع ساعات في يوم ما	ara	3.14
9446	7345631	Lindsey Kelk	2011	The Single Girl's To-Do List	eng	3.94
9447	1857232526	Arthur C. Clarke, Gentry Lee	1993	Rama Revealed: The Ultimate Encounter	eng	3.72
9448	1936305380	Alice Clayton	2010	The Redhead Revealed	eng	4.2
9449	1595542779	Ted Dekker	2006	Skin		3.8
9450	006156155X	Garth Nix	2014	Clariel: The Lost Abhorsen	eng	3.79
9451	006074068X	Donna Leon	1992	Death at La Fenice	en-US	3.81
9452	99366614	James Ellroy	1988	The Big Nowhere	eng	4.11
9453	143035088	Jan Karon	2002	In This Mountain (Mitford)		4.32
9454	451216725	Ken Follett	2000	Code to Zero		3.64
9455	140437428	Charles Dickens, Norman Page	1840	The Old Curiosity Shop		3.75
9456	345339258	Virginia M. Axline	1964	Dibs in Search of Self: Personality Development in Play Therapy	en-US	4.13
9457	1595324097	Natsuki Takaya, Alethea Nibley, Athena Nibley	2004	フルーツバスケット 14	en-US	4.46
9458	785165630	Matt Fraction, David Aja, Francesco Francavilla, Steve Lieber, Jesse Hamm, Annie Wu, Matt Hollingsworth, Chris Eliopoulos	2013	Hawkeye, Volume 2: Little Hits	eng	4.27
9459	553345397	Barbara Ann Brennan, Jos. A. Smith	1987	Hands of Light: A Guide to Healing Through the Human Energy Field		4.27
9460	349102627	Bohumil Hrabal	1976	Příliš hlučná samota	eng	4.17
9461	61119067	Lemony Snicket, Brett Helquist	2006	The Complete Wreck (A Series of Unfortunate Events, Books 1-13)	en-GB	4.28
9462	1608196259	Shannon Hale	2012		en-US	3.5
9463	553293427	Isaac Asimov	1950	Pebble in the Sky	eng	3.85
9464	373773552	Kristan Higgins	2009	Too Good To Be True	eng	3.9
9465	078510786X	Brian Michael Bendis, Mark Bagley	2001	Ultimate Spider-Man, Volume 1: Power and Responsibility	eng	4.06
9466	1480207217	Shelly Crane	2012		eng	4.32
9467		M. Pierce	2013		eng	4.03
9468	425189864	John Sandford	2002	Mortal Prey	en-US	4.2
9469	1572703857	Agatha Christie, Hugh Fraser	1940	One, Two, Buckle My Shoe	eng	3.74
9470	553499165	Amie Kaufman, Jay Kristoff, Marie Lu	2016	Gemina	eng	4.56
9471	60094893	Chris Crutcher	1993	Staying Fat for Sarah Byrnes	en-US	3.94
9472	143039326	R.D. Blackmore, Michelle Allen	1869	Lorna Doone: A Romance of Exmoor	eng	3.71
9473	8408057235	Paulo Coelho	1994	Maktub	spa	3.41
9474		Jill Shalvis	2011	Head Over Heels (Lucky Harbor, #3)	eng	4.16
9475	1595540075	Ted Dekker	2008	Adam	eng	3.93
9476	1572703938	Agatha Christie, Robin Bailey	1963	The Clocks	eng	3.71
9477	006212255X	Jennifer McMahon	2013	The one I left behind	en-US	3.76
9478	014095144X	Benjamin Hoff	1992	Tao of Pooh and Te of Piglet Boxed Set	eng	4.15
9479	1927925169	Stacy King, SunNeko Lee, Crystal S. Chan, Victor Hugo	2014	Manga Classics: Les Misérables	eng	4.1
9480	786943408	R.A. Salvatore	2007	The Orc King	en-US	4.11
9481	345419383	Anne McCaffrey	1994	The Dolphins of Pern	eng	3.94
9482	068483376X	S.A.R.K.	1997	Succulent Wild Woman		4.12
9483	1400031001	William  Boyd	2002	Any Human Heart	en-GB	4.26
9484	1444736930	John Grisham	2010	The Abduction	eng	3.76
9485		Oliver Pötzsch, Lee Chadeayne	2010	"Die Henkerstochter und der König der Bettler (Band 3 aus der Reihe ""Die Henkerstochter-Saga"")"	eng	3.95
9486		E.L. James	2012		en-GB	4.41
9487	2081246333	Michel Houellebecq	2010	La Carte et le territoire	fre	3.93
9488	399164448	J.D. Robb	2014	Festive in Death	eng	4.26
9489	689857705	Alex   Sanchez	2001	Rainbow Boys	eng	3.85
9490	375840907	Jeanne Birdsall	2008	The Penderwicks on Gardam Street		4.23
9491	006077407X	Lynsay Sands	2006	A Bite to Remember	eng	4.23
9492	1250024102	Lars Kepler, Laura A. Wideburg	2010	Paganinikontraktet	en-US	3.78
9493	051512608X	Nora Roberts	1998	The Reef	en-US	3.89
9494	451199901	Agatha Christie	1952	They Do it with Mirrors	eng	3.74
9495	1449401163	Matthew Inman	2010	5 Very Good Reasons to Punch a Dolphin in the Mouth (and Other Useful Guides)	eng	4.11
9496	307119483	Mercer Mayer	1987	Just a Mess (Look-Look)	eng	4.23
9497	373250118	Melissa Senate	2001	See Jane Date		3.49
9498	044024160X	Conn Iggulden	2006	The Gods of War	en-US	4.29
9499	441014011	Alastair Reynolds	2005	Pushing Ice		4.02
9500	312656289	Alexandra Adornetto	2012	Heaven	eng	3.91
9501	62318470	Cynthia Hand	2015	The Last Time We Say Goodbye	eng	4.11
9502	679434488	Dr. Seuss, Maurice Sendak, Audrey Geisel	1995	The Secret Art of Dr. Seuss		4.05
9503	345436830	Anne Rice	2005	Christ the Lord: Out of Egypt	eng	3.56
9504	356508366	N.K. Jemisin	2016	The Obelisk Gate	eng	4.36
9505	1782115080	Matt Haig	2015	Reasons To Stay Alive 	eng	4.17
9506	307272095	A.S. Byatt	2009	The Children's Book	eng	3.66
9507	1416563105	Sandra Brown	2010		en-US	3.95
9508	515124648	Susanna Kearsley	1997	The Shadowy Horses	eng	3.92
9509	64408337	Jack Gantos	1998	Joey Pigza Swallowed the Key (Joey Pigza Books)	eng	3.74
9510	1427206058	Jacqueline Winspear, Orlagh Cassidy	2009	Among the Mad	eng	4.1
9511	670020869	Jane Green			eng	3.41
9512	9773990494	عمر طاهر	2003	شكلها باظت	ara	3.52
9513	143035363	Helen Fielding	2003	Olivia Joules And The Overactive Imagination	en-US	3.1
9514	1594487871	Sarah Vowell	2011	Unfamiliar Fishes		3.6
9515	385528086	Jonathan L. Howard	2009	Johannes Cabal the Necromancer	eng	3.94
9516	60586370	Ann-Marie MacDonald	2003	The Way the Crow Flies	en-US	4.08
9517		Ryū Murakami, Ralph McCarthy	1997	イン ザ・ミソスープ	eng	3.61
9518	525951369	Timothy J. Keller	2009	Counterfeit Gods: The Empty Promises of Money, Sex, and Power, and the Only Hope That Matters	eng	4.32
9519	375705198	Elizabeth Strout	1998	Amy & Isabelle		3.73
9520	1476706123	Jason  Matthews	2013	Red Sparrow	eng	4.02
9521	747598681	Ben Macintyre	2010	Operation Mincemeat: The True Spy Story That Changed the Course of World War II	eng	3.95
9522	425208133	Dick Winters, Cole C. Kingseed	2006	Beyond Band of Brothers: The War Memoirs of Major Dick Winters	eng	4.24
9523	385538030	Chuck Palahniuk	2014	Beautiful You	eng	2.98
9524	671004239	Richard Paul Evans	1998	The Locket	en-US	4.1
9525	812508424	Glen Cook	1984	Shadows Linger	en-US	4.15
9526	671877836	David Weber	1996	Honor Among Enemies		4.24
9527	316197084	Jennifer Rush	2013	Altered	en-CA	4.04
9528	399170871	J.D. Robb	2015	Obsession in Death	eng	4.33
9529	1451617852	Dave Ramsey	2011			4.19
9530	312939167	M.C. Beaton	1992	Agatha Raisin and the Quiche of Death	eng	3.75
9531	300107897	Richard Siken	2005	Crush	eng	4.33
9532	140350411	L. Frank Baum, David McKee	1904	Marvelous Land of Oz, The	eng	3.82
9533	802141900	Sherman Alexie	1995	Reservation Blues	eng	3.98
9534	743296885	Joel Osteen				4.15
9535		Aurora Rose Reynolds	2014			4.33
9536	1598160230	Natsuki Takaya, Alethea Nibley, Athena Nibley	2004	フルーツバスケット 15	en-US	4.45
9537	91933684	Yotam Ottolenghi	2010	Plenty	eng	4.32
9538	1596060204	John Scalzi	2004	Agent to the stars	eng	3.91
9539	615651011	Terry Goodkind	2012	The First Confessor	eng	4.19
9540		Franz Kafka	1919	In der Strafkolonie	eng	4
9541	981546269	Richard   Phillips	2006	The Second Ship		3.73
9542	60835273	Louise Erdrich	1985	The Beet Queen	en-US	3.89
9543	1479372749	E.L. Montes	2012		eng	3.96
9544	440993717	Morton Rhue, Todd Strasser	1981	The Wave	eng	3.54
9545	425174409	Helen Hooven Santmyer	1982	"""...And Ladies of the Club"""	en-US	4.12
9546	61779784	Christopher Moore	2015	Secondhand Souls	eng	3.92
9547	1476763127	Mary Higgins Clark, Alafair Burke	2014	The Cinderella Murder 	eng	3.81
9548		L.J. Shen	2016	Vicious	en-US	4.25
9549	140445501	François Rabelais, M.A. Screech	1532	La vie de Gargantua et de Pantagruel	eng	3.71
9550	140130821X	George Carlin	2004	When Will Jesus Bring the Pork Chops?	en-US	3.84
9551	545448689	Brian Selznick	2015		eng	3.93
9552	1847679447	Glen Duncan	2011	The Last Werewolf	eng	3.47
9553	1612629415	Hajime Isayama, Hikaru Suruga, Gan Sunaaku	2014	進撃の巨人 悔いなき選択 1	eng	4.52
9554	080507774X	Thomas Frank	2004	What's the Matter with Kansas? How Conservatives Won the Heart of America	en-US	3.83
9555		عمرو سلامة	2011	شاب كشك في رحلة البحث عن الجادون	ara	3.66
9556	446616427	Carrie Vaughn	2006	Kitty Goes to Washington	eng	3.87
9557	694004928	Ruth Krauss, Crockett Johnson	1945	The Carrot Seed		4.07
9558		Whitney G.	2014	Reasonable Doubt: Volume 3	eng	4.19
9559	743525876	Stephen King, Josh Hamilton	2000	Riding the Bullet	eng	3.6
9560	441017088	Jack Campbell	2009	Relentless (The Lost Fleet, #5)		4.05
9561	688104649	Nikolai Gogol, Kevin Hawkes	1836	Нос	eng	3.92
9562	446618756	Carrie Vaughn	2008	Kitty and the Silver Bullet	eng	3.99
9563	942299795	Guy Debord, Donald Nicholson-Smith	1967	La Société du Spectacle	eng	4.04
9564	078683661X	Charlie Higson	2005	SilverFin	eng	3.8
9565	316261130	Elin Hilderbrand	2015	Winter Stroll		3.7
9566	1417642165	Bill Watterson	1992	Attack of the Deranged Mutant Killer Monster Snow Goons: A Calvin and Hobbes Collection	eng	4.72
9567	374316414	Gennifer Albin	2012	Crewel	eng	3.74
9568	743413075	Robert Leckie	1957	Helmet For My Pillow (Military History (Ibooks))		4.13
9569	62498533	Angie Thomas	2017	The Hate U Give	eng	4.62
9570		مصطفى إبراهيم	2013	المانيفستو	ara	4.21
9571	345511565	Drew Karpyshyn	2009		eng	4.24
9572		S.H. Kolee	2012		eng	4
9573	670012254	Susane Colasanti	2012	Keep Holding On	en-US	3.85
9574	571242448	P.D. James	2008	The Private Patient	eng	3.78
9575	671876813	David Weber	1995	Flag in Exile	eng	4.22
9576	1584230703	Marshall McLuhan, Quentin Fiore, Jerome Agel	1967	The medium is the massage	en-US	3.95
9577	552139130	Anne McCaffrey	1993	The Chronicles of Pern: First Fall	eng	4.02
9578	1593070209	Kentaro Miura, Jason DeAngelis	1990	ベルセルク 1	eng	4.37
9579	037570387X	Zadie Smith	2002	The Autograph Man	eng	3.14
9580	1682309819	Vi Keeland	2017			4.34
9581	441015670	Jack Campbell	2006	Courageous (Lost Fleet Series, #3)		3.96
9582	804188246	Cynthia Bond	2014	Ruby		3.63
9583	373210272	Rachel Vincent	2010	My Soul to Steal	en-US	4.13
9584	60531258	Julia Quinn	2006	On the Way to Wedding	eng	3.83
9585	805078983	Jacqueline Winspear	2006	Messenger of Truth		3.99
9586	184149593X	Trudi Canavan	2011	The Rogue	eng	4.02
9587	156010860	Thomas Merton, Robert Giroux, William H. Shannon	1948	The Seven Storey Mountain	en-US	4.16
9588	1400043921	Jennifer Egan	2006	The Keep	eng	3.43
9589	1553379594	Mélanie Watt	2006	Scaredy Squirrel	eng	4.25
9590	312351747	Paul Neilan	2006	Apathy and Other Small Victories		3.83
9591	1101623209	Morgan Rhodes, Michelle Rowen	2014	Gathering Darkness	eng	4.33
9592	553589458	Lisa Gardner	2002	The Survivors Club	eng	4.05
9593	425220168	Nalini Singh	2008		eng	4.13
9594	61689378	Jennifer McMahon	2011		en-US	3.58
9595	1101965509	Alan Dean Foster, Lawrence Kasdan, J.J. Abrams, Michael Arndt	2015	Star Wars: The Force Awakens	eng	3.73
9596	61767638	Lauren Conrad	2010	Sugar and Spice (L.A. Candy #3)	en-US	3.54
9597	451464095	Kalayna Price	2011	Grave Dance	eng	4.11
9598	759530483	Atsushi Ohkubo	2004	 ソウルイーター 2	eng	4.47
9599	435122118	Robert C. O'Brien	1974	Z for Zachariah	eng	3.64
9600	345476026	Dan Chaon	2009	Await Your Reply	eng	3.54
9601	1563893150	Alan Moore, Curt Swan, George Pérez, Kurt Schaffenberger	1985	Superman: Whatever Happened to the Man of Tomorrow?	eng	4.14
9602	380721643	Nevada Barr	1993	Track of the Cat	en-GB	3.86
9603	758220367	Shelly Laurenston	2007	The Mane Event	eng	3.96
9604	038553292X	Scott Anderson	2013	Lawrence in Arabia	eng	4.12
9605	159308076X	Ralph Waldo Emerson, Peter Norberg	1856	Essays and Poems		3.98
9606	60751584	Gabriel García Márquez, Gregory Rabassa	1972	La increíble y triste historia de la cándida Eréndira y de su abuela desalmada		3.89
9607	1841493341	Charles Stross	2003	Singularity Sky	eng	3.81
9608	871297485	Cynthia J. McGean	1997	Henry & Ramona		4.14
9609	812508440	Glen Cook	1985	The White Rose	en-US	4.19
9610		حسن الجندي	2013	"""حكايات فرغلي المستكاوي ""حكايتى مع كفر السحلاوية"	ara	3.57
9611	545654742	Ally Carter	2015	All Fall Down	eng	3.82
9612	679783180	Stendhal, Richard Howard, Robert Andrew Parker	1839	La Chartreuse de Parme	eng	3.83
9613	778316335	Heather Gudenkauf	2014	Little Mercies	eng	3.99
9614	345478991	Alex Berenson	2006	The Faithful Spy	en-US	3.97
9615	395861624	Jacqueline Briggs Martin, Mary Azarian	1998	Snowflake Bentley (Caldecott Medal Book)	en-US	4.16
9616	1416520406	Jenny O'Connell	2007	The Book of Luke	en-US	3.73
9617	842387439	Karen Kingsbury	2005	Fame	en-US	4.34
9618	1420103733	G.A. Aiken	2004	To Challenge a Dragon	eng	3.96
9619		Leisa Rayven	2014	Bad Romeo	eng	4.1
9620	374518173	Elizabeth Bishop	1980		eng	4.19
9621	743299841	Anita Diamant	2009	Day After Night	en-US	3.65
9622	345483898	Terry Brooks	2003	High Druid of Shannara, vol. 1: Jarka Ruus	eng	3.96
9623	743297318	Thomas Wolfe	1929	Look Homeward, Angel	eng	3.94
9624	865475873	William McDonough, Michael Braungart	2002	Cradle to Cradle: Remaking the Way We Make Things	en-US	4.1
9625	449004023	Marc Weissbluth	1987	Healthy Sleep Habits, Happy Child	en-US	3.9
9626	1563896273	Warren Ellis, Darick Robertson, Rodney Ramos, Keith Akin	2000	Transmetropolitan Vol. 4: The New Scum	eng	4.41
9627	547330790	Maggie O'Farrell	2009	The Hand That First Held Mine	eng	3.87
9628	61092037	Jeffrey Archer	1996	The Fourth Estate	eng	3.72
9629	034542705X	Monty Roberts, Lucy Grealy, Lawrence Scanlan	1997	The Man Who Listens to Horses	en-US	4.1
9630	316010766	David Foster Wallace	2004	Oblivion	en-US	4.07
9631		Michael Baigent, Richard Leigh, Henry Lincoln	1982	The Holy Blood and the Holy Grail	eng	3.47
9632	1416546022	Don DeLillo, محمدصادق رئیسی	2007	Falling Man	eng	3.2
9633	62332589	James Frey, Nils Johnson-Shelton	2014	Endgame: The Calling	eng	3.77
9634	62237381	Lauren Oliver	2012	Annabel		3.78
9635	345505697	Jonathan Kellerman	2011	Mystery	en-US	3.87
9636	689867468	Nancy Farmer	2004	 The Sea of Trolls	eng	4
9637	307271862	Henning Mankell, Laurie Thompson	2008	Kinesen	eng	3.47
9638	316234559	Kass Morgan	2014	Day 21	eng	3.75
9639	345485602	Fannie Flagg	1981	Daisy Fay and the Miracle Man	eng	3.94
9640	399157301	Tom Clancy, Peter Telep	2011	Against All Enemies	eng	3.95
9641	571313248	Kate Hamer	2015	The Girl in the Red Coat	eng	3.53
9642	141183721	George Orwell	1936	Keep the Aspidistra Flying	eng	3.87
9643	765326582	Orson Scott Card	2013	The Gate Thief	en-US	3.77
